x0,x1,y
6.938581960341019,17.623393292491386,0.0
27.417628392193123,8.180352504128232,0.0
21.562673019342032,11.799252681059336,0.0
29.110647380853376,13.808290743359896,0.0
10.244707450650385,16.98986549529501,0.0
25.01361289575056,12.332150440475667,0.0
10.353922549182137,14.286873740814013,0.0
6.495142184806543,20.13526426557911,0.0
12.197969079211896,3.1535010238103425,0.0
6.505117984657687,13.572903609043038,0.0
22.522259421960534,9.978148199859112,0.0
8.644495565138037,11.270315922605434,0.0
11.428229105987871,21.172456127392536,0.0
6.188632748840794,29.740906578303235,0.0
19.18520339814516,23.317317321625026,0.0
2.848161561417953,28.134793481617937,0.0
11.329963499403323,18.454134892979937,0.0
11.6000480726484,12.7327471145817,0.0
17.337132780774887,1.771243045043922,0.0
20.9849671573355,5.103507647355992,0.0
6.049495302301263,12.192272906637685,0.0
0.46104083355238856,18.850721376518084,0.0
14.832139312515299,18.514238234820485,0.0
12.894349017245743,1.5932973362040026,0.0
8.624817603079473,17.01764632324983,0.0
8.099924949956185,13.977225142024302,0.0
17.94981509446934,17.809520214178686,0.0
22.824731835698334,0.7317240114978774,0.0
8.636501628659726,15.855069705587741,0.0
12.030812009836968,8.228707142316106,0.0
16.849186735768356,27.84195656737595,0.0
6.515600524218112,23.48338127896214,0.0
12.023694166786035,23.38441669820377,0.0
15.126827671610364,23.99988875558955,0.0
24.91946638476524,16.84233169489708,0.0
16.667215185233054,1.1375056645193216,0.0
8.218398581926648,23.22172455710182,0.0
27.04014048564942,15.705406569196512,0.0
16.7091987986432,9.665755057025894,0.0
17.115605694939777,5.471292732235798,0.0
9.758723410923785,19.728614113399797,0.0
6.403963939332343,26.835911542016245,0.0
16.997363328813673,5.353053281898727,0.0
5.9680700799070765,22.178957386921788,0.0
14.31740911239179,18.80180957566254,0.0
29.473504374156597,15.745500570467078,0.0
9.6202899234209,29.93592052969881,0.0
18.741616782335715,29.251742415775475,0.0
19.034754127839488,20.37241715343644,0.0
28.275496664726436,13.597318813973793,0.0
29.01233086225109,12.952498042060729,0.0
5.873158993387961,10.14553875333014,0.0
13.612045090863862,10.05182273204093,0.0
10.957461655609693,11.458896642712817,0.0
9.456710156284508,13.186577773191583,0.0
1.1023417511802969,29.5886204386734,0.0
2.177894637570672,27.66470679786974,0.0
12.847272824981758,6.525498043372764,0.0
27.49735107408857,18.380180055687838,0.0
19.77849143027061,20.517242575904767,0.0
18.50138428028,10.649355639112954,0.0
28.020752817514815,13.048988219208196,0.0
12.536274063348516,3.422513682337259,0.0
12.560451901036856,27.940529326951584,0.0
13.098265575440978,27.778116099628253,0.0
26.791145506823923,14.376173850007252,0.0
24.991770457838836,2.849927162102169,0.0
11.441874380154523,9.924804731248344,0.0
17.68035008421651,3.0504039260215943,0.0
5.672413841908557,12.629864455971383,0.0
29.546725053704073,12.23634655526817,0.0
11.3863273820808,5.218676308527216,0.0
13.569146321314989,1.5194884613566617,0.0
19.055453089999176,6.499189280555337,0.0
27.47511880318727,0.011803518294939419,0.0
3.27912951657931,26.13550575783123,0.0
28.47404394009289,3.304409515449074,0.0
25.315882478003576,2.376998718379768,0.0
24.47613214774758,1.5258398387455296,0.0
25.878559779667484,9.697945346145692,0.0
29.23175377342184,1.468043710114303,0.0
28.465708179066947,6.983190153123477,0.0
14.456210588075647,10.143149827342322,0.0
18.43682622162175,9.45125236469001,0.0
21.098576032628255,8.206409669138845,0.0
17.30749302315325,5.308090261035031,0.0
8.243546533941542,10.223188132853029,0.0
19.483720939551006,27.278358487045033,0.0
16.190705599099886,6.536785170176712,0.0
0.8919528229789719,21.49434042992879,0.0
25.14184694808515,2.3862290792148944,0.0
6.876178979741862,20.488266133109228,0.0
8.146354032177292,14.523901782899486,0.0
5.155348781426405,15.122443973823941,0.0
10.181095861014454,21.54356086783333,0.0
5.390995418380439,15.059465213926728,0.0
22.51851059997106,15.522242033574305,0.0
0.8939621417545329,17.01354271372475,0.0
10.356610048516584,25.94721128581074,0.0
17.527165708676733,20.13743987881062,0.0
13.961169099996447,29.490578049926654,0.0
5.019393462891388,23.412017035196815,0.0
0.7336939303470902,12.569911196757168,0.0
21.39406639855022,13.111137871238094,0.0
0.8530879421579252,20.18515095417201,0.0
23.98065309816496,7.548346631802279,0.0
14.084419904951767,8.948324027091811,0.0
8.898238731490252,27.926105793694422,0.0
17.646633423250314,16.68308115479563,0.0
10.800925666219365,4.061944037809997,0.0
13.735916193480925,29.481709098147217,0.0
1.0473979383174792,14.858870522619329,0.0
3.0905874187234095,26.45707873265737,0.0
17.71674118649317,27.57830383111353,0.0
8.98925952486227,12.396438043664116,0.0
2.1402652103455386,18.18555501997058,0.0
26.455197943590882,16.11197915853781,0.0
9.699888860219088,16.275827125843577,0.0
10.593628379479796,6.559538374211425,0.0
26.315313030396165,4.538852074853984,0.0
3.5101677494561887,24.48160386078234,0.0
18.889688049744866,20.660755919759698,0.0
19.523176182354128,23.89700929660062,0.0
17.49233199254921,0.4183716156384487,0.0
13.752651000870905,23.582092108492702,0.0
27.551314741540974,10.915945240962898,0.0
